Delivery_ID,Truck_ID,Delivery_Date,Distance_KM,Was_Delayed,Delay_Hours,Penalty_Fees_USD
D00613,T003,2023-08-15,1420,No,0,0
D00614,T003,2024-06-04,612,No,0,0
D00615,T003,2024-02-08,1016,No,0,0
D00616,T003,2023-04-29,991,No,0,0
D00617,T003,2024-12-16,1243,Yes,11,2353
D00618,T003,2024-08-02,501,No,0,0
D00619,T003,2023-02-20,204,No,0,0
D00620,T003,2023-08-23,479,Yes,9,2879
D00621,T003,2023-06-02,456,No,0,0
D00622,T003,2024-03-03,538,No,0,0
D00623,T003,2023-02-17,1032,No,0,0
D00624,T003,2024-01-24,1114,No,0,0
D00625,T003,2024-03-17,1447,No,0,0
D00626,T003,2023-06-07,1195,No,0,0
D00627,T003,2024-12-29,765,No,0,0
D00628,T003,2024-01-17,1417,No,0,0
D00629,T003,2024-09-02,704,No,0,0
D00630,T003,2023-04-03,564,No,0,0
D00631,T003,2024-05-31,910,No,0,0
D00632,T003,2024-10-07,387,No,0,0
D00633,T003,2024-04-05,1193,No,0,0
D00634,T003,2024-11-23,143,No,0,0
D00635,T003,2023-02-23,1397,No,0,0
D00636,T003,2023-11-12,1067,No,0,0
D00637,T003,2023-01-23,653,No,0,0
D00638,T003,2023-06-10,1319,No,0,0
D00639,T003,2024-02-12,138,No,0,0
D00640,T003,2024-01-01,1317,No,0,0
D00641,T003,2024-05-17,1345,No,0,0
D00642,T003,2023-01-26,1267,No,0,0
D00643,T003,2023-01-06,1097,No,0,0
D00644,T003,2023-12-14,237,No,0,0
D00645,T003,2024-10-29,710,No,0,0
D00646,T003,2023-05-22,1366,No,0,0
D00647,T003,2023-11-13,1313,No,0,0
D00648,T003,2024-01-19,723,No,0,0
D00649,T003,2024-05-23,220,No,0,0
D00650,T003,2023-05-18,1187,No,0,0
D00651,T003,2023-03-07,1162,Yes,18,4294
D00652,T003,2024-01-10,237,Yes,10,4116
D00653,T003,2024-09-03,1440,No,0,0
D00654,T003,2024-03-07,276,No,0,0
D00655,T003,2023-03-12,1018,Yes,19,1399
D00656,T003,2024-11-19,352,No,0,0
D00657,T003,2024-03-16,981,Yes,15,1017
D00658,T003,2023-08-01,1271,No,0,0
D00659,T003,2024-05-12,916,No,0,0
D00660,T003,2024-04-09,1103,No,0,0
D00661,T003,2024-04-10,1041,No,0,0
D00662,T003,2023-11-30,793,No,0,0
D00663,T003,2024-06-02,1099,No,0,0
D00664,T003,2023-06-21,892,No,0,0
D00665,T003,2023-03-15,1216,No,0,0
D00666,T003,2023-08-12,82,No,0,0
D00667,T003,2024-10-14,267,No,0,0
D00668,T003,2023-04-01,1468,Yes,6,396
D00669,T003,2024-09-16,820,Yes,15,1250
D00670,T003,2023-10-17,437,No,0,0
D00671,T003,2023-08-16,262,No,0,0
D00672,T003,2024-10-17,1207,No,0,0
D00673,T003,2023-03-21,279,Yes,9,4005
D00674,T003,2023-07-17,916,No,0,0
D00675,T003,2023-01-01,671,No,0,0
D00676,T003,2024-06-09,1423,No,0,0
D00677,T003,2023-10-30,231,No,0,0
D00678,T003,2023-02-09,135,No,0,0
D00679,T003,2024-01-19,145,No,0,0
D00680,T003,2024-09-05,1383,No,0,0
D00681,T003,2024-01-02,1001,Yes,15,1207
D00682,T003,2023-06-14,1178,No,0,0
D00683,T003,2023-11-05,182,No,0,0
D00684,T003,2024-08-07,1038,Yes,20,3388
D00685,T003,2023-09-03,589,No,0,0
D00686,T003,2023-06-29,372,No,0,0
D00687,T003,2024-11-08,1266,No,0,0
D00688,T003,2024-08-13,1009,No,0,0
D00689,T003,2024-02-29,1335,No,0,0
D00690,T003,2024-03-11,945,No,0,0
D00691,T003,2023-12-09,834,No,0,0
D00692,T003,2024-05-13,1019,No,0,0
D00693,T003,2024-04-11,539,No,0,0
D00694,T003,2023-08-22,576,No,0,0
D00695,T003,2023-01-28,691,No,0,0
D00696,T003,2023-10-25,1174,No,0,0
D00697,T003,2024-04-06,472,Yes,5,710
D00698,T003,2024-08-17,652,No,0,0
D00699,T003,2024-03-30,917,No,0,0
D00700,T003,2023-02-20,754,No,0,0
D00701,T003,2024-04-28,1220,No,0,0
D00702,T003,2023-12-07,384,No,0,0
D00703,T003,2024-10-12,228,No,0,0
D00704,T003,2024-08-06,154,No,0,0
D00705,T003,2023-10-07,364,No,0,0
D00706,T003,2024-01-21,653,No,0,0
D00707,T003,2023-02-15,1218,No,0,0
D00708,T003,2023-03-29,1149,No,0,0
D00709,T003,2024-04-10,413,No,0,0
D00710,T003,2024-01-31,1301,No,0,0
D00711,T003,2023-03-25,586,No,0,0
D00712,T003,2024-01-19,357,No,0,0
D00713,T003,2024-08-19,955,No,0,0
D00714,T003,2023-07-23,657,No,0,0
D00715,T003,2024-07-02,965,No,0,0
D00716,T003,2024-05-15,692,No,0,0
D00717,T003,2024-04-26,207,No,0,0
D00718,T003,2024-08-24,325,No,0,0
D00719,T003,2024-01-14,730,No,0,0
D00720,T003,2024-02-26,1278,No,0,0
D00721,T003,2023-04-30,127,No,0,0
D00722,T003,2024-09-08,620,No,0,0
D00723,T003,2024-12-17,947,No,0,0
D00724,T003,2023-06-07,179,No,0,0
D00725,T003,2024-06-26,1284,No,0,0
D00726,T003,2023-09-17,468,No,0,0
D00727,T003,2024-12-30,668,No,0,0
D00728,T003,2024-06-17,351,Yes,7,1399
D00729,T003,2024-08-09,658,No,0,0
D00730,T003,2024-01-09,874,Yes,2,254
D00731,T003,2024-08-24,446,No,0,0
D00732,T003,2024-02-03,187,No,0,0
D00733,T003,2024-01-07,795,No,0,0
D00734,T003,2023-12-11,857,No,0,0
D00735,T003,2024-01-15,696,No,0,0
D00736,T003,2024-03-12,457,No,0,0
D00737,T003,2023-06-26,1059,No,0,0
D00738,T003,2023-07-14,762,No,0,0
D00739,T003,2023-06-24,382,No,0,0
D00740,T003,2023-02-24,1252,No,0,0
D00741,T003,2023-12-30,433,No,0,0
D00742,T003,2024-12-17,1454,No,0,0
D00743,T003,2024-09-12,1428,No,0,0
D00744,T003,2024-02-15,1474,No,0,0
D00745,T003,2023-06-20,238,No,0,0
D00746,T003,2023-09-16,1444,No,0,0
D00747,T003,2024-03-07,1449,No,0,0
D00748,T003,2023-06-02,633,No,0,0
D00749,T003,2024-01-21,123,No,0,0
D00750,T003,2023-11-12,561,No,0,0
D00751,T003,2023-03-12,838,No,0,0
D00752,T003,2023-10-22,962,Yes,1,0
D00753,T003,2024-02-21,1424,No,0,0
D00754,T003,2024-10-28,645,No,0,0
D00755,T003,2023-07-27,980,No,0,0
D00756,T003,2024-06-24,891,No,0,0
D00757,T003,2023-04-26,92,No,0,0
D00758,T003,2023-01-18,1461,No,0,0
D00759,T003,2023-01-24,647,Yes,6,1222
D00760,T003,2024-10-07,430,No,0,0
D00761,T003,2024-11-06,565,No,0,0
D00762,T003,2023-04-06,1456,No,0,0
D00763,T003,2023-10-05,841,No,0,0
D00764,T003,2024-11-15,545,No,0,0
D00765,T003,2024-12-10,1487,Yes,1,0
D00766,T003,2023-11-30,569,No,0,0
D00767,T003,2024-03-20,588,No,0,0
D00768,T003,2023-03-21,235,No,0,0
D00769,T003,2024-05-24,1164,Yes,18,3470
D00770,T003,2023-08-20,964,No,0,0
D00771,T003,2023-12-24,147,No,0,0
D00772,T003,2024-11-23,360,No,0,0
D00773,T003,2024-05-09,796,No,0,0
D00774,T003,2024-07-30,258,No,0,0
D00775,T003,2024-11-15,558,No,0,0
D00776,T003,2023-06-06,288,No,0,0
D00777,T003,2024-11-15,966,No,0,0
D00778,T003,2024-05-30,57,No,0,0
D00779,T003,2023-02-07,1339,No,0,0
D00780,T003,2023-03-22,1191,No,0,0
D00781,T003,2024-07-17,362,No,0,0
D00782,T003,2024-05-05,528,No,0,0
D00783,T003,2023-01-14,674,No,0,0
D00784,T003,2024-12-27,1358,Yes,9,3722
D00785,T003,2023-03-10,90,No,0,0
D00786,T003,2024-07-07,1398,No,0,0
D00787,T003,2023-03-14,875,No,0,0
D00788,T003,2023-07-05,831,No,0,0
D00789,T003,2024-01-13,1293,No,0,0
D00790,T003,2024-05-02,902,No,0,0
D00791,T003,2023-05-24,1186,No,0,0
D00792,T003,2024-07-15,893,No,0,0
D00793,T003,2024-05-03,1216,No,0,0
D00794,T003,2024-11-12,619,No,0,0
D00795,T003,2023-08-07,1268,No,0,0
D00796,T003,2024-12-16,806,No,0,0
D00797,T003,2023-08-01,959,No,0,0
D00798,T003,2023-10-19,520,No,0,0
D00799,T003,2024-05-19,1500,Yes,13,2964
D00800,T003,2023-07-23,542,No,0,0
D00801,T003,2024-05-27,120,Yes,14,1006
D00802,T003,2023-08-22,719,No,0,0
D00803,T003,2024-09-04,695,No,0,0
D00804,T003,2024-01-08,1309,No,0,0
D00805,T003,2023-03-05,1482,No,0,0
D00806,T003,2023-04-23,881,No,0,0
D00807,T003,2024-09-13,1278,No,0,0
D00808,T003,2023-02-01,1293,Yes,14,3012
D00809,T003,2023-03-01,1467,Yes,16,3298
D00810,T003,2023-09-28,125,No,0,0
D00811,T003,2023-10-09,167,No,0,0
D00812,T003,2024-04-27,240,No,0,0
D00813,T003,2024-07-06,1073,No,0,0
D00814,T003,2023-01-20,104,No,0,0
D00815,T003,2024-12-29,1104,No,0,0
D00816,T003,2023-09-28,564,No,0,0
D00817,T003,2023-10-16,582,No,0,0
D00818,T003,2023-11-14,1234,Yes,11,4259
D00819,T003,2024-11-13,803,No,0,0
D00820,T003,2023-03-05,500,No,0,0
D00821,T003,2023-10-04,121,No,0,0
D00822,T003,2023-10-15,1135,No,0,0
D00823,T003,2023-02-06,1138,No,0,0
D00824,T003,2024-04-11,343,No,0,0
D00825,T003,2024-06-02,1440,No,0,0
D00826,T003,2024-07-26,585,No,0,0
D00827,T003,2023-01-04,360,No,0,0
D00828,T003,2023-10-23,1217,No,0,0
D00829,T003,2023-03-21,1395,No,0,0
D00830,T003,2023-06-25,235,No,0,0
D00831,T003,2024-04-18,84,No,0,0
D00832,T003,2023-05-12,1249,No,0,0
D00833,T003,2024-10-08,989,No,0,0
D00834,T003,2024-10-22,398,No,0,0
D00835,T003,2023-04-11,681,No,0,0
D00836,T003,2024-07-18,942,No,0,0
D00837,T003,2024-05-28,1044,No,0,0
D00838,T003,2024-01-17,926,No,0,0
D00839,T003,2024-12-29,363,Yes,20,2718
D00840,T003,2023-11-08,1086,No,0,0
D00841,T003,2024-11-14,1008,No,0,0
D00842,T003,2024-06-02,306,No,0,0
D00843,T003,2023-01-14,472,No,0,0
D00844,T003,2023-06-20,784,No,0,0
D00845,T003,2024-10-08,990,No,0,0
D00846,T003,2024-02-03,1036,No,0,0
D00847,T003,2023-07-05,362,No,0,0
D00848,T003,2023-02-04,1091,No,0,0
D00849,T003,2024-06-21,841,No,0,0
D00850,T003,2023-07-01,607,No,0,0
D00851,T003,2023-04-25,116,No,0,0
D00852,T003,2024-03-31,1018,No,0,0
D00853,T003,2023-06-18,609,No,0,0
D00854,T003,2023-09-08,1351,No,0,0
D00855,T003,2024-11-26,1135,No,0,0
D00856,T003,2023-06-12,611,No,0,0
D00857,T003,2024-06-30,1314,Yes,4,988
D00858,T003,2023-08-27,1191,No,0,0
D00859,T003,2024-08-03,492,No,0,0
D00860,T003,2023-09-20,974,Yes,19,2639
D00861,T003,2023-09-30,123,No,0,0
D00862,T003,2024-09-13,1262,Yes,12,2187
D00863,T003,2024-12-05,1141,No,0,0
D00864,T003,2024-05-10,684,No,0,0
D00865,T003,2024-08-28,716,No,0,0
D00866,T003,2024-10-03,1368,No,0,0
D00867,T003,2024-02-08,376,No,0,0
D00868,T003,2024-11-03,712,No,0,0
D00869,T003,2023-03-26,1100,No,0,0
D00870,T003,2023-06-24,1437,No,0,0
D00871,T003,2024-06-17,426,Yes,5,831
D00872,T003,2023-05-20,1070,No,0,0
D00873,T003,2023-03-14,1387,No,0,0
D00874,T003,2023-06-10,928,No,0,0
D00875,T003,2023-02-22,301,No,0,0
D00876,T003,2024-11-28,549,No,0,0
D00877,T003,2023-06-17,94,No,0,0
D00878,T003,2024-11-29,785,No,0,0
D00879,T003,2023-08-19,372,No,0,0
D00880,T003,2024-11-29,857,No,0,0
D00881,T003,2024-11-05,610,No,0,0
D00882,T003,2024-09-29,456,No,0,0
D00883,T003,2024-07-23,1414,No,0,0
D00884,T003,2023-08-11,121,No,0,0
D00885,T003,2024-10-20,617,No,0,0
D00886,T003,2023-02-07,1198,No,0,0
D00887,T003,2024-04-21,935,No,0,0
D00888,T003,2023-02-18,836,No,0,0
D00889,T003,2023-01-13,128,No,0,0
D00890,T003,2024-06-05,1399,No,0,0
D00891,T003,2023-11-27,921,No,0,0
D00892,T003,2023-06-21,247,No,0,0
D00893,T003,2024-06-19,1245,No,0,0
D00894,T003,2023-07-15,470,No,0,0
D00895,T003,2024-11-23,1481,No,0,0
D00896,T003,2023-12-20,928,No,0,0
D00897,T003,2024-05-11,1182,No,0,0
D00898,T003,2024-06-08,994,No,0,0
D00899,T003,2024-05-26,1432,No,0,0
D00900,T003,2023-11-07,820,No,0,0
D00901,T003,2024-11-11,389,No,0,0
D00902,T003,2023-06-22,446,No,0,0
D00903,T003,2023-04-25,1117,No,0,0
D00904,T003,2024-08-17,899,No,0,0
D00905,T003,2023-09-10,1316,No,0,0
D00906,T003,2023-10-27,1337,No,0,0
D00907,T003,2023-08-27,1044,No,0,0
D00908,T003,2023-05-14,1046,Yes,3,276
D00909,T003,2024-07-11,383,No,0,0
D00910,T003,2023-07-23,343,No,0,0
D00911,T003,2024-08-05,422,No,0,0
D00912,T003,2023-08-04,644,No,0,0
D00913,T003,2024-11-24,719,No,0,0
D00914,T003,2024-01-10,1435,No,0,0
D00915,T003,2024-10-18,944,No,0,0
D00916,T003,2024-05-12,353,No,0,0
D00917,T003,2024-02-16,1457,No,0,0
D00918,T003,2023-02-27,550,Yes,15,1304
D00919,T003,2023-12-03,1036,No,0,0
D00920,T003,2023-06-23,528,No,0,0
D00921,T004,2024-05-25,269,No,0,0
D00922,T004,2023-03-12,1027,No,0,0
D00923,T004,2024-08-29,748,Yes,9,2673
D00924,T004,2024-06-28,435,Yes,19,2451
D00925,T004,2023-12-12,1182,No,0,0
D00926,T004,2024-05-19,941,No,0,0
D00927,T004,2024-01-01,1455,No,0,0
D00928,T004,2023-04-28,794,No,0,0
D00929,T004,2024-01-17,1054,No,0,0
D00930,T004,2024-06-29,688,No,0,0
D00931,T004,2024-11-27,1260,No,0,0
D00932,T004,2024-08-27,520,No,0,0
D00933,T004,2024-09-26,1096,No,0,0
D00934,T004,2024-01-16,1008,No,0,0
D00935,T004,2024-12-15,1397,No,0,0
D00936,T004,2023-08-20,352,No,0,0
D00937,T004,2024-09-11,473,No,0,0
D00938,T004,2023-03-23,1033,No,0,0
D00939,T004,2023-08-25,1228,No,0,0
D00940,T004,2023-12-28,1494,No,0,0
D00941,T004,2024-09-20,94,No,0,0
D00942,T004,2023-09-27,830,No,0,0
D00943,T004,2024-04-28,989,No,0,0
D00944,T004,2024-01-15,143,No,0,0
D00945,T004,2023-12-22,1235,Yes,3,353
D00946,T004,2024-10-29,1258,No,0,0
D00947,T004,2024-04-01,218,No,0,0
D00948,T004,2024-04-19,597,Yes,19,3857
D00949,T004,2024-06-29,197,Yes,8,1064
D00950,T004,2023-10-06,445,No,0,0
D00951,T004,2023-03-10,560,No,0,0
D00952,T004,2024-02-13,1486,No,0,0
D00953,T004,2024-10-12,586,No,0,0
D00954,T004,2023-02-10,1086,No,0,0
D00955,T004,2024-11-25,710,No,0,0
D00956,T004,2023-10-01,766,No,0,0
D00957,T004,2024-05-07,879,No,0,0
D00958,T004,2024-03-23,1471,No,0,0
D00959,T004,2024-07-09,1106,No,0,0
D00960,T004,2023-12-28,962,No,0,0
D00961,T004,2023-10-31,116,No,0,0
D00962,T004,2023-04-11,870,No,0,0
D00963,T004,2023-01-18,1173,Yes,12,2836
D00964,T004,2023-06-09,438,No,0,0
D00965,T004,2024-10-11,176,No,0,0
D00966,T004,2024-01-07,348,No,0,0
D00967,T004,2023-02-07,844,Yes,10,3734
D00968,T004,2023-10-29,1401,No,0,0
D00969,T004,2024-05-25,627,No,0,0
D00970,T004,2024-03-12,262,No,0,0
D00971,T004,2024-12-05,236,No,0,0
D00972,T004,2024-04-15,1078,No,0,0
D00973,T004,2023-02-18,131,No,0,0
D00974,T004,2023-11-05,305,No,0,0
D00975,T004,2023-05-16,801,No,0,0
D00976,T004,2024-04-05,1178,No,0,0
D00977,T004,2023-07-04,122,No,0,0
D00978,T004,2024-10-05,616,No,0,0
D00979,T004,2024-03-12,1304,No,0,0
D00980,T004,2023-05-10,375,No,0,0
D00981,T004,2023-11-28,213,No,0,0
D00982,T004,2023-12-14,1334,No,0,0
D00983,T004,2023-02-08,478,No,0,0
D00984,T004,2024-08-24,1270,Yes,5,1323
D00985,T004,2023-04-28,413,No,0,0
D00986,T004,2024-11-29,1224,No,0,0
D00987,T004,2024-08-15,661,No,0,0
D00988,T004,2024-02-08,270,No,0,0
D00989,T004,2024-03-24,153,No,0,0
D00990,T004,2024-05-28,304,No,0,0
D00991,T004,2023-08-06,1020,Yes,13,4970
D00992,T004,2023-04-19,92,No,0,0
D00993,T004,2024-01-28,786,No,0,0
D00994,T004,2024-06-07,973,No,0,0
D00995,T004,2023-11-06,772,No,0,0
D00996,T004,2023-04-21,1022,No,0,0
D00997,T004,2024-02-10,931,No,0,0
D00998,T004,2024-07-20,970,No,0,0
D00999,T004,2024-08-02,250,No,0,0
D01000,T004,2023-06-05,708,No,0,0
D01001,T004,2024-08-19,1270,No,0,0
D01002,T004,2024-04-18,159,No,0,0
D01003,T004,2023-06-27,338,No,0,0
D01004,T004,2024-12-25,1212,No,0,0
D01005,T004,2023-01-11,344,No,0,0
D01006,T004,2024-01-13,519,No,0,0
D01007,T004,2023-10-03,918,No,0,0
D01008,T004,2024-12-19,1361,No,0,0
D01009,T004,2023-07-17,820,No,0,0
D01010,T004,2023-11-22,349,No,0,0
D01011,T004,2023-06-27,982,No,0,0
D01012,T004,2024-09-10,1264,No,0,0
D01013,T004,2023-11-24,747,No,0,0
D01014,T004,2023-09-14,329,No,0,0
D01015,T004,2024-02-22,800,No,0,0
D01016,T004,2024-05-27,1097,No,0,0
D01017,T004,2024-03-20,1386,No,0,0
D01018,T004,2024-04-06,1202,No,0,0
D01019,T004,2023-01-19,446,No,0,0
D01020,T004,2023-08-11,1466,No,0,0
D01021,T004,2023-09-15,1493,No,0,0
D01022,T004,2024-10-30,179,No,0,0
D01023,T004,2024-10-17,281,No,0,0
D01024,T004,2023-05-30,505,No,0,0
D01025,T004,2024-11-24,1288,No,0,0
D01026,T004,2024-09-11,986,No,0,0
D01027,T004,2023-09-08,1043,No,0,0
D01028,T004,2024-07-06,1172,No,0,0
D01029,T004,2023-01-19,595,No,0,0
D01030,T004,2024-01-07,510,No,0,0
D01031,T004,2023-10-14,1331,No,0,0
D01032,T004,2024-08-07,429,No,0,0
D01033,T004,2024-04-10,874,No,0,0
D01034,T004,2024-09-16,951,No,0,0
D01035,T004,2023-06-28,992,No,0,0
D01036,T004,2023-01-18,1379,No,0,0
D01037,T004,2024-10-02,1170,No,0,0
D01038,T004,2024-06-17,1347,No,0,0
D01039,T004,2023-03-23,711,No,0,0
D01040,T004,2023-11-21,971,No,0,0
D01041,T004,2023-10-12,283,Yes,7,1278
D01042,T004,2023-09-28,817,No,0,0
D01043,T004,2023-04-28,1411,No,0,0
D01044,T004,2024-05-22,1246,No,0,0
D01045,T004,2024-03-31,1445,No,0,0
D01046,T004,2023-12-20,1157,Yes,10,3684
D01047,T004,2024-10-18,167,No,0,0
D01048,T004,2024-11-30,561,No,0,0
D01049,T004,2024-12-15,312,No,0,0
D01050,T004,2024-03-07,378,No,0,0
D01051,T004,2023-04-29,1189,Yes,7,1192
D01052,T004,2024-04-20,583,Yes,20,2655
D01053,T004,2024-10-22,394,Yes,15,4331
D01054,T004,2024-10-18,181,No,0,0
D01055,T004,2024-07-18,1396,No,0,0
D01056,T004,2023-04-14,425,No,0,0
D01057,T004,2023-06-28,459,No,0,0
D01058,T004,2024-06-26,1313,No,0,0
D01059,T004,2024-09-23,1198,Yes,20,4141
D01060,T004,2024-01-23,1206,No,0,0
D01061,T004,2024-09-23,506,No,0,0
D01062,T004,2024-05-14,625,No,0,0
D01063,T004,2023-12-25,1155,No,0,0
D01064,T004,2024-02-15,436,No,0,0
D01065,T004,2023-05-19,564,No,0,0
D01066,T004,2024-06-08,1033,No,0,0
D01067,T004,2024-12-16,1071,Yes,11,4561
D01068,T004,2024-06-25,615,No,0,0
D01069,T004,2023-02-08,89,Yes,1,0
D01070,T004,2023-11-28,257,No,0,0
D01071,T004,2023-11-07,1472,No,0,0
D01072,T004,2023-05-08,767,No,0,0
D01073,T004,2024-05-10,1427,No,0,0
D01074,T004,2024-08-15,968,No,0,0
D01075,T004,2023-08-28,55,No,0,0
D01076,T004,2023-09-10,1468,No,0,0
D01077,T004,2024-08-05,810,No,0,0
D01078,T004,2024-02-12,203,No,0,0
D01079,T004,2023-04-20,1011,No,0,0
D01080,T004,2024-07-27,565,No,0,0
D01081,T004,2023-12-26,716,No,0,0
D01082,T004,2023-03-31,1057,No,0,0
D01083,T004,2024-09-27,1073,No,0,0
D01084,T004,2023-07-27,1105,No,0,0
D01085,T004,2024-04-15,839,No,0,0
D01086,T004,2023-12-18,1388,No,0,0
D01087,T004,2024-03-17,948,No,0,0
D01088,T004,2024-11-02,284,No,0,0
D01089,T004,2024-08-23,1012,No,0,0
D01090,T004,2023-02-20,1467,No,0,0
D01091,T004,2023-02-02,1092,No,0,0
D01092,T004,2024-01-05,1340,Yes,20,3206
D01093,T004,2023-11-27,1260,Yes,5,307
D01094,T004,2024-02-03,1089,No,0,0
D01095,T004,2024-01-17,382,No,0,0
D01096,T004,2024-03-11,1237,No,0,0
D01097,T004,2024-04-12,1415,No,0,0
D01098,T004,2023-05-11,1014,No,0,0
D01099,T004,2024-10-24,1131,No,0,0
D01100,T004,2024-04-30,788,No,0,0
D01101,T004,2023-12-04,985,No,0,0
D01102,T004,2024-04-29,440,Yes,12,2801
D01103,T004,2023-05-28,514,Yes,19,1912
D01104,T004,2024-07-11,1380,No,0,0
D01105,T004,2023-11-13,993,No,0,0
D01106,T004,2024-04-03,790,No,0,0
D01107,T004,2023-05-14,179,No,0,0
D01108,T004,2024-10-05,134,No,0,0
D01109,T004,2023-03-28,232,No,0,0
D01110,T004,2024-09-24,1238,No,0,0
D01111,T004,2024-08-30,213,No,0,0
D01112,T004,2023-01-10,612,No,0,0
D01113,T004,2024-11-30,812,Yes,2,225
D01114,T004,2023-10-15,1366,No,0,0
D01115,T004,2023-12-29,480,No,0,0
D01116,T004,2024-07-06,1106,No,0,0
D01117,T004,2023-06-10,514,No,0,0
D01118,T004,2024-06-30,327,No,0,0
D01119,T004,2024-10-10,1418,No,0,0
D01120,T004,2024-09-11,1326,No,0,0
D01121,T004,2023-01-10,466,No,0,0
D01122,T004,2024-02-08,1467,No,0,0
D01123,T004,2023-11-08,360,Yes,8,2413
D01124,T004,2023-11-19,608,No,0,0
D01125,T004,2024-03-15,1426,No,0,0
D01126,T004,2024-08-25,1274,No,0,0
D01127,T004,2024-04-18,1352,No,0,0
D01128,T004,2024-12-08,1352,No,0,0
D01129,T004,2024-03-23,102,No,0,0
D01130,T004,2024-12-17,1238,No,0,0
D01131,T004,2023-02-20,719,No,0,0
D01132,T004,2023-02-05,920,No,0,0
D01133,T004,2023-08-28,596,No,0,0
D01134,T004,2024-07-14,1223,No,0,0
D01135,T004,2023-05-04,588,No,0,0
D01136,T004,2023-10-24,1061,No,0,0
D01137,T004,2024-04-29,63,No,0,0
D01138,T004,2023-08-09,1135,No,0,0
D01139,T004,2024-12-17,81,No,0,0
D01140,T004,2023-07-15,1422,No,0,0
D01141,T004,2024-05-03,478,No,0,0
D01142,T004,2023-08-23,176,Yes,14,3920
D01143,T004,2023-05-24,1485,No,0,0
D01144,T004,2023-02-02,1063,No,0,0
D01145,T004,2024-12-07,945,No,0,0
D01146,T004,2023-04-13,791,No,0,0
D01147,T004,2024-01-06,165,No,0,0
D01148,T004,2024-04-30,1444,No,0,0
D01149,T004,2024-04-15,1220,No,0,0
D01150,T004,2024-11-05,466,No,0,0
D01151,T004,2024-04-28,1382,No,0,0
D01152,T004,2024-08-09,416,No,0,0
D01153,T004,2023-12-30,499,No,0,0
D01154,T004,2023-09-06,214,No,0,0
D01155,T004,2023-11-14,576,No,0,0
D01156,T004,2023-04-29,310,No,0,0
D01157,T004,2024-07-11,751,No,0,0
D01158,T004,2023-01-15,115,No,0,0
D01159,T004,2023-04-08,275,Yes,18,4086
D01160,T004,2024-09-17,762,No,0,0
D01161,T004,2024-11-16,1056,No,0,0
D01162,T004,2023-10-21,645,No,0,0
D01163,T004,2024-05-29,113,No,0,0
D01164,T004,2024-11-28,1447,No,0,0
D01165,T004,2024-05-14,855,No,0,0
D01166,T004,2023-07-02,62,No,0,0
D01167,T004,2024-06-15,948,No,0,0
D01168,T004,2023-09-08,1340,No,0,0
D01169,T004,2024-01-12,882,No,0,0
D01170,T004,2023-12-24,828,No,0,0
D01171,T004,2023-03-07,329,No,0,0
D01172,T004,2023-05-04,451,No,0,0
D01173,T004,2024-11-07,518,No,0,0
D01174,T004,2023-09-12,1139,No,0,0
D01175,T004,2024-01-17,543,No,0,0
D01176,T004,2024-11-04,1348,Yes,11,2790
D01177,T004,2023-07-24,1199,No,0,0
D01178,T004,2023-01-15,125,No,0,0
D01179,T004,2023-03-07,378,No,0,0
D01180,T004,2024-05-17,591,No,0,0
D01181,T004,2024-01-09,88,No,0,0
D01182,T004,2024-06-29,382,No,0,0
D01183,T004,2023-06-04,781,No,0,0
D01184,T004,2024-03-17,1455,No,0,0
D01185,T004,2023-10-03,1248,No,0,0
D01186,T004,2024-04-05,924,No,0,0
D01187,T004,2023-06-03,1322,No,0,0
D01188,T004,2023-12-01,543,No,0,0
D01189,T004,2023-12-08,1459,No,0,0
D01190,T004,2023-08-19,399,Yes,7,494
D01191,T004,2023-08-18,1451,No,0,0
D01192,T004,2024-02-13,1436,No,0,0
D01193,T004,2024-11-29,875,No,0,0
D01194,T004,2024-12-23,1167,No,0,0
D01195,T004,2023-12-11,1196,No,0,0
D01196,T004,2023-06-13,1459,No,0,0
D01197,T004,2024-11-25,342,No,0,0
D01198,T004,2024-11-25,1146,No,0,0
D01199,T004,2023-08-03,1258,No,0,0
D01200,T004,2023-07-14,777,No,0,0
D01201,T004,2023-12-28,95,No,0,0
D01202,T004,2024-11-26,1358,No,0,0
D01203,T004,2024-06-13,635,No,0,0
D01204,T004,2024-11-13,529,No,0,0
D01205,T004,2024-02-08,978,No,0,0
D01206,T004,2024-12-30,1274,Yes,11,4359
D01207,T004,2024-08-05,538,No,0,0
D01208,T004,2024-05-05,638,No,0,0
D01209,T004,2024-07-03,438,Yes,3,123
D01210,T004,2024-07-17,709,No,0,0
D01211,T004,2024-12-24,1077,No,0,0
D01212,T004,2023-10-25,566,No,0,0
D01213,T004,2023-10-09,599,Yes,5,864
D01214,T004,2024-06-09,607,No,0,0
D01215,T004,2023-07-08,723,No,0,0
D01216,T004,2023-06-16,1015,No,0,0
D01217,T004,2024-08-12,1499,No,0,0
D01218,T004,2024-12-05,796,No,0,0
D01219,T004,2023-04-14,984,No,0,0
D01220,T004,2024-10-31,998,No,0,0
D01221,T004,2024-03-15,408,No,0,0
D01222,T004,2024-02-06,1040,No,0,0
D01223,T004,2024-07-25,1117,No,0,0
D01224,T004,2023-06-22,57,No,0,0
D01225,T004,2024-11-02,757,No,0,0
D01226,T004,2023-10-07,849,No,0,0
D01227,T004,2024-01-22,451,No,0,0
